FIRST_NAME,LAST_NAME,SPORT,FULL_HOMETOWN,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Avery ,Skinner ,Volleyball,"Katy , Texas ",29.837562,-95.733756,1,place,,,,,Katy,TX,Harris County,77449,US,TIGER/Line® dataset from the US Census Bureau
Haleigh ,Washington,Volleyball,"Colorado Springs , Colorado ",38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Amanda,Longan,Water Polo,"Moorpark, California",34.285558,-118.882041,1,place,,,,,Moorpark,CA,Ventura County,93020,US,TIGER/Line® dataset from the US Census Bureau
Ashleigh,Johnson,Water Polo,"Miami, Florida",25.558428,-80.458168,1,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau
Jenna,Flynn,Water Polo,"San Jose, California",37.346608,-121.909871,1,place,,,,,San Jose,CA,Santa Clara County,95110,US,TIGER/Line® dataset from the US Census Bureau
Jewel,Roemer,Water Polo,"Martinez, California",37.986421,-122.134976,1,place,,,,,Martinez,CA,Contra Costa County,94553,US,TIGER/Line® dataset from the US Census Bureau
Kaleigh,Gilchrist,Water Polo,"Newport Beach, California",33.640302,-117.769442,1,place,,,,,Newport Beach,CA,Orange County,92658,US,TIGER/Line® dataset from the US Census Bureau
Maggie,Steffens,Water Polo,"Danville, California",37.832075,-121.916718,1,place,,,,,Danville,CA,Contra Costa County,94506,US,TIGER/Line® dataset from the US Census Bureau
Madeline,Musselman,Water Polo,"Newport Beach, California",33.640302,-117.769442,1,place,,,,,Newport Beach,CA,Orange County,92658,US,TIGER/Line® dataset from the US Census Bureau
Rachel,Fattal,Water Polo,"Seal Beach, California",33.74141,-118.10479,1,place,,,,,Seal Beach,CA,Orange County,90740,US,TIGER/Line® dataset from the US Census Bureau
Adrian,Weinberg,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Alex,Bowen,Water Polo,"Santee, California",32.843956,-116.994511,1,place,,,,,Santee,CA,San Diego County,92071,US,TIGER/Line® dataset from the US Census Bureau
Ben,Hallock,Water Polo,"Westlake Village, California",34.137015,-118.82193,1,place,,,,,Westlake Village,CA,Los Angeles County,91361,US,TIGER/Line® dataset from the US Census Bureau
Chase,Dodd,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Drew,Holland,Water Polo,"Orinda, California",37.87715,-122.17969,1,place,,,,,Orinda,CA,Contra Costa County,94563,US,TIGER/Line® dataset from the US Census Bureau
Dylan,Woodhead,Water Polo,"San Anselmo, California",37.995864,-122.577814,1,place,,,,,San Anselmo,CA,Marin County,94960,US,TIGER/Line® dataset from the US Census Bureau
Hannes,Daube,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Johnny ,Hooper,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Luca,Cupido,Water Polo,"Santa Margherita, Italy, ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Marko,Vavic,Water Polo,"Rancho Palos Verdes, California",33.753146,-118.367459,1,place,,,,,Rancho Palos Verdes,CA,Los Angeles County,90275,US,TIGER/Line® dataset from the US Census Bureau
Max,Irving,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Ryder,Dodd,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Hampton  ,Morris ,Weightlifting ,"Marietta , Georgia ",33.912473,-84.557181,1,place,,,,,Marietta,GA,Cobb County,30007,US,TIGER/Line® dataset from the US Census Bureau
Wes ,Kitts,Weightlifting ,"Knoxville , Tennessee ",36.032334,-83.884804,1,place,,,,,Knoxville,TN,Knox County,37901,US,TIGER/Line® dataset from the US Census Bureau
Jourdan,Delacruz,Weightlifting,"Wylie, Texas",33.012135,-96.534936,1,place,,,,,Wylie,TX,Collin County,75098,US,TIGER/Line® dataset from the US Census Bureau
Mary ,Theisen-Lappen,Weightlifting ,"Eau Claire, Wisconsin ",44.75653,-91.473097,1,place,,,,,Eau Claire,WI,Eau Claire County,54701,US,TIGER/Line® dataset from the US Census Bureau
Olivia ,Reeves,Weightlifting ,"Hixson, Tennessee ",35.166775,-85.21024,1,place,,,,,Hixson,TN,Hamilton County,37343,US,TIGER/Line® dataset from the US Census Bureau
Amit,Elor,Wrestling,"Walnut Creek, California",37.873343,-122.070625,1,place,,,,,Walnut Creek,CA,Contra Costa County,94595,US,TIGER/Line® dataset from the US Census Bureau
Dom,Parrish,Wrestling,"Scotts Valley, California",37.071387,-122.006276,1,place,,,,,Scotts Valley,CA,Santa Cruz County,95066,US,TIGER/Line® dataset from the US Census Bureau
Kayla,Miracle,Wrestling,"Bloomington, Indiana",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Sarah,Hildebrandt,Wrestling,"Granger, Indiana",41.734912,-86.139868,1,place,,,,,Granger,IN,St. Joseph County,46530,US,TIGER/Line® dataset from the US Census Bureau
Kyle ,Snyder ,Wrestling ,"Woodbine, Maryland",39.402352,-77.081821,1,place,,,,,Woodbine,MD,Carroll County,21797,US,TIGER/Line® dataset from the US Census Bureau
Zain,Retherford,Wrestling,"Benton, Pennsylvania ",41.218998,-76.395426,1,place,,,,,Benton,PA,Columbia County,17814,US,TIGER/Line® dataset from the US Census Bureau
